face_x;face_y;landmark_x_1;landmark_y_1;landmark_z_1;landmark_x_2;landmark_y_2;landmark_z_2;landmark_x_3;landmark_y_3;landmark_z_3;landmark_x_4;landmark_y_4;landmark_z_4;landmark_x_5;landmark_y_5;landmark_z_5;landmark_x_6;landmark_y_6;landmark_z_6;landmark_x_7;landmark_y_7;landmark_z_7;landmark_x_8;landmark_y_8;landmark_z_8;landmark_x_9;landmark_y_9;landmark_z_9;landmark_x_10;landmark_y_10;landmark_z_10;landmark_x_11;landmark_y_11;landmark_z_11;landmark_x_12;landmark_y_12;landmark_z_12;landmark_x_13;landmark_y_13;landmark_z_13;landmark_x_14;landmark_y_14;landmark_z_14;landmark_x_15;landmark_y_15;landmark_z_15;landmark_x_16;landmark_y_16;landmark_z_16;landmark_x_17;landmark_y_17;landmark_z_17;landmark_x_18;landmark_y_18;landmark_z_18;landmark_x_19;landmark_y_19;landmark_z_19;landmark_x_20;landmark_y_20;landmark_z_20;landmark_x_21;landmark_y_21;landmark_z_21;landmark_x_22;landmark_y_22;landmark_z_22;landmark_x_23;landmark_y_23;landmark_z_23;landmark_x_24;landmark_y_24;landmark_z_24;landmark_x_25;landmark_y_25;landmark_z_25;landmark_x_26;landmark_y_26;landmark_z_26;landmark_x_27;landmark_y_27;landmark_z_27;landmark_x_28;landmark_y_28;landmark_z_28;landmark_x_29;landmark_y_29;landmark_z_29;landmark_x_30;landmark_y_30;landmark_z_30;landmark_x_31;landmark_y_31;landmark_z_31;landmark_x_32;landmark_y_32;landmark_z_32;landmark_x_33;landmark_y_33;landmark_z_33;landmark_x_34;landmark_y_34;landmark_z_34;landmark_x_35;landmark_y_35;landmark_z_35;landmark_x_36;landmark_y_36;landmark_z_36;landmark_x_37;landmark_y_37;landmark_z_37;landmark_x_38;landmark_y_38;landmark_z_38;landmark_x_39;landmark_y_39;landmark_z_39;landmark_x_40;landmark_y_40;landmark_z_40;landmark_x_41;landmark_y_41;landmark_z_41;landmark_x_42;landmark_y_42;landmark_z_42
0.386509;0.251575;0.479865;0.376326;8.09639e-06;0.459032;0.344978;-0.0246204;0.449031;0.310808;-0.0369459;0.442599;0.282744;-0.0412476;0.436121;0.258068;-0.0450917;0.493137;0.291901;-0.0432001;0.497827;0.254191;-0.0509188;0.490509;0.241702;-0.0523222;0.483436;0.239551;-0.0502781;0.504827;0.29465;-0.0284187;0.506582;0.260364;-0.0341696;0.497564;0.251946;-0.0350544;0.490604;0.25209;-0.0341696;0.510036;0.301182;-0.0126763;0.510226;0.272024;-0.0176492;0.502408;0.261443;-0.0165356;0.495673;0.261088;-0.0142933;0.510747;0.309347;0.00183623;0.512048;0.2882;0.00145011;0.506999;0.280575;0.000683106;0.501154;0.280049;0.000767481
0.385244;0.253721;0.475257;0.384726;5.75793e-06;0.455693;0.352121;-0.026417;0.445739;0.317611;-0.0372186;0.436433;0.287997;-0.0426781;0.428333;0.260479;-0.0498106;0.49201;0.300323;-0.0162758;0.495658;0.270992;-0.0128709;0.489766;0.257427;-0.0106769;0.483781;0.250794;-0.0082553;0.502523;0.307136;0.00219774;0.507491;0.2809;0.0111612;0.502741;0.267385;0.0189615;0.498599;0.259082;0.024876;0.505616;0.31698;0.0189909;0.509306;0.295859;0.0261675;0.505317;0.285285;0.0302327;0.500903;0.279661;0.033256;0.505482;0.326844;0.0334615;0.506813;0.31075;0.0430303;0.504614;0.305124;0.0482843;0.501877;0.303449;0.0526285
0.384951;0.2547;0.474281;0.392096;6.00249e-06;0.459624;0.349702;-0.0138853;0.454029;0.313146;-0.0179306;0.448384;0.285992;-0.0167006;0.445957;0.266594;-0.0143909;0.494664;0.30734;-0.00473548;0.4947;0.282953;0.0119583;0.488393;0.278034;0.0225909;0.4828;0.277168;0.0277295;0.502779;0.318357;0.00907462;0.499227;0.29441;0.0299025;0.493947;0.283785;0.0448811;0.490452;0.277588;0.0536824;0.503684;0.33036;0.0226866;0.501745;0.308763;0.0393051;0.496406;0.299761;0.0488718;0.49088;0.294791;0.0541744;0.501916;0.342066;0.0343032;0.499754;0.324034;0.0474231;0.496246;0.315854;0.0536551;0.491839;0.310969;0.0577824
0.385633;0.254194;0.476117;0.395833;4.82842e-06;0.460599;0.3546;-0.0157903;0.453745;0.320579;-0.0227936;0.445288;0.295719;-0.0265445;0.437793;0.277263;-0.0308199;0.492946;0.309708;0.000619268;0.493037;0.285581;0.0111542;0.486163;0.279215;0.015646;0.478403;0.278369;0.0178624;0.501639;0.319923;0.0129378;0.503895;0.29651;0.0281183;0.503375;0.279201;0.0378495;0.501579;0.265917;0.0436463;0.503945;0.331547;0.0239477;0.506949;0.313777;0.0373249;0.506819;0.300015;0.0419151;0.504174;0.288297;0.0422299;0.502839;0.343578;0.032997;0.504056;0.32739;0.0471348;0.504879;0.317166;0.0534037;0.504826;0.307556;0.0563415
0.385681;0.252425;0.474047;0.396661;5.41441e-06;0.460314;0.356902;-0.0121618;0.453991;0.322664;-0.0177128;0.446199;0.298153;-0.0193953;0.439073;0.280765;-0.0210248;0.489888;0.313789;-0.000991956;0.497342;0.290251;0.00879015;0.493569;0.283709;0.0134138;0.487982;0.282896;0.0153016;0.498156;0.32372;0.0102408;0.506947;0.299155;0.0242706;0.50733;0.281087;0.0348957;0.505143;0.268229;0.0413343;0.500583;0.334657;0.0204419;0.50939;0.315563;0.032723;0.510038;0.301018;0.0373598;0.506539;0.289109;0.0382342;0.500172;0.345838;0.0291195;0.505061;0.329816;0.0415462;0.507652;0.319309;0.0463156;0.508852;0.309125;0.0481968
0.385615;0.255995;0.474813;0.397392;7.27983e-06;0.46012;0.356525;-0.0102356;0.454606;0.324169;-0.0182336;0.448321;0.300542;-0.0227728;0.441798;0.282869;-0.0263402;0.486469;0.314762;-0.0199214;0.492759;0.291307;-0.0180418;0.489274;0.286423;-0.0140268;0.483253;0.286691;-0.0118148;0.495756;0.325341;-0.0141803;0.503289;0.298321;-0.0164051;0.50288;0.280579;-0.0123838;0.497833;0.270044;-0.00978169;0.499799;0.339101;-0.0076847;0.508648;0.317241;-0.0104977;0.508519;0.30116;-0.00790847;0.503123;0.287478;-0.00772306;0.500663;0.353108;-0.00160631;0.504821;0.333789;-0.000836718;0.506005;0.318612;-0.000339842;0.504982;0.302272;-0.0016167
0.384712;0.25752;0.477508;0.395844;7.38214e-06;0.462452;0.354746;-0.010402;0.454409;0.321951;-0.0209825;0.447914;0.298837;-0.0272543;0.442457;0.281736;-0.0319709;0.486417;0.319029;-0.0249725;0.4927;0.295278;-0.0229074;0.489249;0.292661;-0.0187262;0.484578;0.296051;-0.0174769;0.496654;0.328562;-0.0190576;0.506364;0.299943;-0.0216964;0.506849;0.281147;-0.0166228;0.504323;0.271073;-0.0134104;0.502321;0.339856;-0.0120528;0.513076;0.316906;-0.0153353;0.513408;0.301192;-0.0121038;0.509379;0.289947;-0.011084;0.504593;0.351167;-0.00540178;0.510004;0.330582;-0.00438517;0.51202;0.315693;-0.00353108;0.512827;0.302355;-0.00453176
0.383922;0.256656;0.476114;0.391725;7.32254e-06;0.464913;0.356888;-0.00639257;0.461364;0.325825;-0.0119151;0.45897;0.30512;-0.0153108;0.456408;0.292663;-0.017788;0.484872;0.317414;-0.0199028;0.497718;0.288941;-0.0201203;0.502595;0.273883;-0.0161566;0.503048;0.263965;-0.012054;0.494179;0.327403;-0.0156249;0.506127;0.30135;-0.0166884;0.507288;0.289717;-0.0112444;0.503659;0.284884;-0.00596358;0.499736;0.338501;-0.0107852;0.510168;0.318076;-0.0125072;0.512528;0.305346;-0.0101145;0.510308;0.296504;-0.00906319;0.502994;0.349593;-0.00619318;0.508996;0.3328;-0.00507237;0.512732;0.320455;-0.00689407;0.514586;0.308688;-0.00970366
0.383841;0.255102;0.480518;0.389372;4.97529e-06;0.465754;0.352478;-0.00400783;0.461446;0.32324;-0.000656136;0.457614;0.306033;0.00467786;0.453028;0.298705;0.011196;0.493914;0.306954;0.0129066;0.503689;0.284523;0.0263813;0.503237;0.274602;0.0364101;0.499605;0.269042;0.0441417;0.502981;0.316356;0.0210457;0.508403;0.298905;0.0377934;0.505005;0.28996;0.0484398;0.500207;0.284993;0.0565172;0.506598;0.327306;0.0286291;0.512261;0.313662;0.042215;0.51088;0.302823;0.04718;0.50683;0.294744;0.0496996;0.507403;0.339046;0.0355456;0.512349;0.326516;0.0475505;0.513959;0.317043;0.0510335;0.513485;0.308146;0.0531084
0.382942;0.256296;0.480895;0.390003;5.43514e-06;0.466889;0.35383;-0.0111564;0.461293;0.322346;-0.0117737;0.454392;0.301603;-0.00937362;0.449407;0.290785;-0.00573882;0.497474;0.308232;0.0036411;0.505064;0.28598;0.0165802;0.503634;0.277805;0.0266846;0.499117;0.273858;0.0340927;0.506266;0.317558;0.0151565;0.511576;0.30047;0.0308422;0.508276;0.292482;0.0411734;0.504479;0.287696;0.0489343;0.50877;0.328882;0.0262562;0.513703;0.31696;0.0389811;0.511876;0.30956;0.0431136;0.508939;0.305679;0.0449278;0.508263;0.34015;0.0361086;0.513039;0.329069;0.0470445;0.513855;0.322688;0.0496146;0.513683;0.318218;0.0515549
