face_x;face_y;landmark_x_1;landmark_y_1;landmark_x_2;landmark_y_2;landmark_x_3;landmark_y_3;landmark_x_4;landmark_y_4;landmark_x_5;landmark_y_5;landmark_x_6;landmark_y_6;landmark_x_7;landmark_y_7;landmark_x_8;landmark_y_8;landmark_x_9;landmark_y_9;landmark_x_10;landmark_y_10;landmark_x_11;landmark_y_11;landmark_x_12;landmark_y_12;landmark_x_13;landmark_y_13;landmark_x_14;landmark_y_14;landmark_x_15;landmark_y_15;landmark_x_16;landmark_y_16;landmark_x_17;landmark_y_17;landmark_x_18;landmark_y_18;landmark_x_19;landmark_y_19;landmark_x_20;landmark_y_20;landmark_x_21;landmark_y_21;landmark_x_22;landmark_y_22;landmark_x_23;landmark_y_23;landmark_x_24;landmark_y_24;landmark_x_25;landmark_y_25;landmark_x_26;landmark_y_26;landmark_x_27;landmark_y_27;landmark_x_28;landmark_y_28;landmark_x_29;landmark_y_29;landmark_x_30;landmark_y_30;landmark_x_31;landmark_y_31;landmark_x_32;landmark_y_32;landmark_x_33;landmark_y_33;landmark_x_34;landmark_y_34;landmark_x_35;landmark_y_35;landmark_x_36;landmark_y_36;landmark_x_37;landmark_y_37;landmark_x_38;landmark_y_38;landmark_x_39;landmark_y_39;landmark_x_40;landmark_y_40;landmark_x_41;landmark_y_41;landmark_x_42;landmark_y_42
0.444328;0.270416;0.269634;0.864666;0.244315;0.802653;0.264175;0.742304;0.289387;0.701953;0.304624;0.674264;0.329655;0.716127;0.360058;0.646906;0.38273;0.602931;0.401736;0.570485;0.337871;0.731383;0.367937;0.65546;0.394873;0.60477;0.420004;0.568534;0.336822;0.744618;0.361767;0.672914;0.380968;0.636103;0.398448;0.615315;0.330872;0.760714;0.353466;0.712973;0.373226;0.687189;0.391834;0.667868
0.445339;0.274728;0.268912;0.867687;0.242565;0.794463;0.257812;0.736631;0.283742;0.699444;0.30502;0.680266;0.324918;0.721502;0.355382;0.655699;0.370457;0.615483;0.377492;0.586046;0.340601;0.733276;0.374978;0.668425;0.387639;0.624439;0.395175;0.597206;0.347613;0.744851;0.370392;0.681681;0.372567;0.649988;0.372019;0.635831;0.346604;0.757729;0.366621;0.714181;0.370291;0.694336;0.370166;0.681737
0.445503;0.274982;0.270062;0.857721;0.239297;0.799283;0.25628;0.744938;0.284106;0.704772;0.300094;0.678728;0.319114;0.719808;0.350154;0.651212;0.371721;0.605442;0.386867;0.570504;0.335893;0.725774;0.370324;0.65405;0.3944;0.601262;0.4172;0.565992;0.344216;0.729572;0.372889;0.66009;0.388985;0.620629;0.403729;0.597958;0.344777;0.735501;0.370121;0.691127;0.387675;0.667709;0.405543;0.648968
0.444927;0.277614;0.261257;0.858427;0.242696;0.794418;0.262213;0.740493;0.284175;0.700011;0.294589;0.683377;0.319154;0.705209;0.34767;0.641769;0.372299;0.597413;0.393319;0.558834;0.334902;0.711285;0.37183;0.640397;0.402436;0.592673;0.429719;0.555434;0.344527;0.718622;0.378116;0.649486;0.405242;0.607731;0.429949;0.574408;0.346915;0.726835;0.374653;0.681739;0.398474;0.65433;0.422757;0.624895
0.444137;0.2757;0.26459;0.859968;0.235183;0.796559;0.251447;0.73775;0.277114;0.693914;0.293556;0.674956;0.31993;0.717481;0.353155;0.647855;0.37216;0.603838;0.385547;0.568697;0.336047;0.726706;0.37403;0.652223;0.395592;0.602472;0.413886;0.571683;0.344662;0.733443;0.374777;0.665438;0.393199;0.625986;0.408558;0.603174;0.345228;0.741479;0.372435;0.698146;0.390142;0.674722;0.405495;0.65611
0.443929;0.274656;0.263596;0.847885;0.244539;0.791641;0.263979;0.737018;0.287259;0.699985;0.304229;0.685073;0.319008;0.692713;0.356125;0.628799;0.390132;0.586946;0.420522;0.556951;0.337299;0.69235;0.383725;0.617038;0.42379;0.575325;0.460834;0.544628;0.347725;0.695964;0.389494;0.622482;0.42762;0.58364;0.460059;0.551556;0.351486;0.699787;0.385277;0.650166;0.418912;0.621038;0.45081;0.591737
0.443609;0.276103;0.27074;0.830621;0.262459;0.783089;0.282149;0.725241;0.311104;0.682461;0.333348;0.65342;0.337073;0.674589;0.379746;0.604956;0.413616;0.569985;0.442668;0.55;0.347999;0.675067;0.400315;0.595724;0.437221;0.558384;0.473115;0.53255;0.352481;0.679081;0.395093;0.603144;0.429228;0.569106;0.461627;0.545113;0.353327;0.682264;0.386419;0.628142;0.415818;0.601996;0.446808;0.580939
0.443127;0.275696;0.259556;0.836063;0.234891;0.77449;0.256701;0.727299;0.281302;0.697573;0.29385;0.68475;0.322814;0.692638;0.351167;0.635722;0.377251;0.59331;0.396913;0.56107;0.3376;0.703241;0.372748;0.623166;0.409617;0.576101;0.441442;0.544744;0.341919;0.71116;0.373972;0.632704;0.405499;0.593636;0.43144;0.56444;0.33941;0.720372;0.365421;0.667948;0.394043;0.642583;0.422639;0.618658
0.442763;0.275642;0.256942;0.835521;0.234412;0.780115;0.254732;0.737736;0.279713;0.709484;0.291356;0.692714;0.312924;0.692305;0.339265;0.638289;0.359512;0.607666;0.37464;0.58612;0.331875;0.700814;0.368415;0.615463;0.404708;0.573727;0.436406;0.545201;0.341414;0.708252;0.376405;0.624658;0.409625;0.58638;0.43774;0.558098;0.343714;0.717748;0.370879;0.661096;0.400808;0.630988;0.431186;0.602802
0.443191;0.27571;0.263926;0.822428;0.248427;0.772763;0.267357;0.720396;0.29391;0.692407;0.312438;0.674674;0.323615;0.678435;0.357252;0.62307;0.387439;0.586441;0.409959;0.563146;0.338237;0.683944;0.382839;0.602059;0.423385;0.558965;0.460292;0.532851;0.34532;0.688952;0.383655;0.608482;0.419959;0.569794;0.451656;0.545312;0.347106;0.690054;0.377384;0.638478;0.409725;0.611245;0.442588;0.588658
