face_x;face_y;landmark_x_1;landmark_y_1;landmark_z_1;landmark_x_2;landmark_y_2;landmark_z_2;landmark_x_3;landmark_y_3;landmark_z_3;landmark_x_4;landmark_y_4;landmark_z_4;landmark_x_5;landmark_y_5;landmark_z_5;landmark_x_6;landmark_y_6;landmark_z_6;landmark_x_7;landmark_y_7;landmark_z_7;landmark_x_8;landmark_y_8;landmark_z_8;landmark_x_9;landmark_y_9;landmark_z_9;landmark_x_10;landmark_y_10;landmark_z_10;landmark_x_11;landmark_y_11;landmark_z_11;landmark_x_12;landmark_y_12;landmark_z_12;landmark_x_13;landmark_y_13;landmark_z_13;landmark_x_14;landmark_y_14;landmark_z_14;landmark_x_15;landmark_y_15;landmark_z_15;landmark_x_16;landmark_y_16;landmark_z_16;landmark_x_17;landmark_y_17;landmark_z_17;landmark_x_18;landmark_y_18;landmark_z_18;landmark_x_19;landmark_y_19;landmark_z_19;landmark_x_20;landmark_y_20;landmark_z_20;landmark_x_21;landmark_y_21;landmark_z_21;landmark_x_22;landmark_y_22;landmark_z_22;landmark_x_23;landmark_y_23;landmark_z_23;landmark_x_24;landmark_y_24;landmark_z_24;landmark_x_25;landmark_y_25;landmark_z_25;landmark_x_26;landmark_y_26;landmark_z_26;landmark_x_27;landmark_y_27;landmark_z_27;landmark_x_28;landmark_y_28;landmark_z_28;landmark_x_29;landmark_y_29;landmark_z_29;landmark_x_30;landmark_y_30;landmark_z_30;landmark_x_31;landmark_y_31;landmark_z_31;landmark_x_32;landmark_y_32;landmark_z_32;landmark_x_33;landmark_y_33;landmark_z_33;landmark_x_34;landmark_y_34;landmark_z_34;landmark_x_35;landmark_y_35;landmark_z_35;landmark_x_36;landmark_y_36;landmark_z_36;landmark_x_37;landmark_y_37;landmark_z_37;landmark_x_38;landmark_y_38;landmark_z_38;landmark_x_39;landmark_y_39;landmark_z_39;landmark_x_40;landmark_y_40;landmark_z_40;landmark_x_41;landmark_y_41;landmark_z_41;landmark_x_42;landmark_y_42;landmark_z_42
0.422497;0.254037;0.0318756;0.689786;2.61696e-05;0.0790319;0.643107;-0.0320928;0.0966821;0.591072;-0.0559279;0.0985555;0.547194;-0.0647219;0.103556;0.519215;-0.0752318;0.0433434;0.535237;-0.0721754;0.0648355;0.488712;-0.065848;0.0810874;0.509407;-0.0546141;0.0797108;0.52744;-0.0465172;0.0159705;0.543914;-0.0527374;0.0441855;0.500364;-0.0384471;0.0635932;0.526546;-0.02228;0.0633646;0.547365;-0.0205641;-0.000437345;0.562578;-0.0311813;0.0244745;0.525667;-0.0165022;0.0413598;0.54913;-0.0136602;0.0418789;0.56677;-0.0198;-0.0117299;0.583018;-0.0115556;0.00721565;0.548421;-0.00363625;0.0214025;0.564926;-0.00809024;0.0224626;0.581212;-0.0166095
0.423149;0.254667;0.0463814;0.638982;2.31801e-05;0.0876234;0.591218;-0.0149367;0.104099;0.531804;-0.0223924;0.107717;0.487889;-0.0188294;0.112636;0.465572;-0.0167372;0.0554981;0.469217;-0.0281489;0.0829943;0.432205;-0.0123881;0.096435;0.458087;-0.00320162;0.093771;0.480832;0.00422868;0.0289463;0.480611;-0.0124324;0.0597722;0.449877;0.00877435;0.0792138;0.482288;0.0193999;0.0807561;0.508573;0.0204143;0.0128515;0.503507;0.00598482;0.0410591;0.480771;0.0241548;0.0601175;0.511193;0.0216316;0.0635122;0.533205;0.012293;0.00269709;0.529455;0.0254608;0.0252976;0.508145;0.04022;0.0407867;0.529122;0.0461795;0.0442358;0.547017;0.0485125
0.423506;0.25536;0.063719;0.639195;2.68366e-05;0.0966853;0.567138;0.017604;0.102302;0.49993;0.0117215;0.113411;0.451667;0.00206074;0.129805;0.41512;-0.00870884;0.0355515;0.458876;-0.0154672;0.0736795;0.414905;-0.0252817;0.0982222;0.425173;-0.0243251;0.100537;0.442735;-0.0283255;0.0200855;0.476565;-0.0370716;0.0630109;0.429109;-0.0502156;0.0878965;0.43793;-0.0526754;0.0919041;0.453067;-0.0513834;0.0178036;0.499714;-0.0571479;0.0532519;0.451174;-0.0677823;0.0766275;0.459289;-0.0668382;0.0811184;0.474452;-0.0654964;0.02528;0.526018;-0.0764291;0.0430895;0.486666;-0.0902439;0.0556555;0.481438;-0.0964557;0.058896;0.485163;-0.10227
0.42245;0.255622;0.0657548;0.633045;2.63723e-05;0.0905071;0.535731;0.0205639;0.101544;0.465001;-0.00085023;0.116484;0.412779;-0.0345516;0.13486;0.361939;-0.074763;0.0289693;0.44818;-0.0527977;0.0642265;0.392863;-0.0943297;0.0968164;0.382856;-0.10166;0.11629;0.38947;-0.106296;0.0226184;0.47949;-0.0903409;0.0538927;0.414792;-0.146076;0.087628;0.404276;-0.152437;0.108056;0.410345;-0.146723;0.0301224;0.513125;-0.127102;0.0542241;0.449556;-0.182622;0.085504;0.432131;-0.197392;0.105659;0.433473;-0.198254;0.0495988;0.543739;-0.16063;0.0659574;0.500099;-0.209466;0.0854822;0.478568;-0.240837;0.100727;0.471183;-0.263692
0.422263;0.255323;0.0543552;0.644646;2.77196e-05;0.0837654;0.53988;0.0550669;0.0954911;0.468284;0.0615317;0.110595;0.416499;0.0514015;0.131611;0.36264;0.0386738;0.0509885;0.424046;-0.00659475;0.0722011;0.37622;-0.0393953;0.100666;0.350327;-0.0497853;0.123325;0.342746;-0.0559615;0.0465891;0.44627;-0.0568851;0.0669428;0.383074;-0.0987625;0.0982176;0.354453;-0.10719;0.119754;0.341787;-0.110134;0.0506971;0.476428;-0.103842;0.0653586;0.410124;-0.140149;0.096471;0.372587;-0.146268;0.118335;0.353647;-0.145575;0.0613906;0.508241;-0.147653;0.0627881;0.448443;-0.184364;0.0832445;0.404484;-0.209531;0.103493;0.37404;-0.229041;0.0725684;0.418353;2.13073e-05;0.110083;0.388611;0.0316158;0.129258;0.351879;0.0490802;0.136969;0.322067;0.0660241;0.140569;0.309468;0.0781876;0.116545;0.289003;0.0226706;0.12454;0.246905;0.054949;0.120966;0.258511;0.0746379;0.114828;0.276201;0.0911085;0.0972906;0.291191;0.0193339;0.110487;0.251917;0.055375;0.109397;0.269858;0.0726028;0.104992;0.288338;0.0791815;0.0813674;0.304536;0.0228836;0.0938868;0.274708;0.0552804;0.0929879;0.290975;0.0611018;0.0895824;0.307185;0.0549964;0.066798;0.322469;0.0293204;0.0791086;0.301268;0.0600133;0.0806206;0.313712;0.0700943;0.0791497;0.325788;0.0724608
0.41863;0.255492;0.0505747;0.624651;2.8664e-05;0.0847668;0.524021;0.0767021;0.0961729;0.453614;0.0997966;0.108152;0.403147;0.10728;0.127021;0.355221;0.112053;0.0671261;0.402487;0.0198368;0.0865758;0.342411;0.00733799;0.119928;0.309653;0.000322045;0.147463;0.290137;-0.00814033;0.0622525;0.419813;-0.0347385;0.0847903;0.344982;-0.056059;0.127252;0.312928;-0.051382;0.160182;0.294239;-0.0469954;0.0617374;0.445043;-0.082766;0.0867792;0.363886;-0.0985064;0.125179;0.334243;-0.0901847;0.149882;0.32403;-0.0836692;0.0665496;0.472341;-0.12702;0.0687285;0.404333;-0.151727;0.0775331;0.358436;-0.165274;0.0847291;0.328458;-0.176886;0.0786719;0.416652;2.04206e-05;0.129693;0.382247;0.0146375;0.148581;0.337561;0.0272148;0.155701;0.302248;0.0348374;0.163961;0.278014;0.0324888;0.110841;0.298347;0.0504328;0.129487;0.28611;0.0641948;0.139657;0.300488;0.0666257;0.140802;0.314213;0.0731359;0.0861782;0.301278;0.0533583;0.107567;0.299977;0.0726826;0.119995;0.323656;0.0728887;0.123589;0.340098;0.0780803;0.0668998;0.315927;0.0556657;0.0874813;0.318888;0.0685211;0.0981668;0.345394;0.0609397;0.100522;0.363206;0.0614341;0.0508093;0.335021;0.0594976;0.063045;0.334022;0.0765557;0.0713926;0.349284;0.0824478;0.074699;0.363798;0.0935315
0.420662;0.256843;0.0538735;0.59263;3.15963e-05;0.0995788;0.484189;0.0703391;0.115653;0.41222;0.0902131;0.128338;0.359475;0.0949611;0.148815;0.30753;0.096589;0.0774154;0.3622;0.0223837;0.0969423;0.308043;0.0104203;0.13326;0.274351;0.00335543;0.164314;0.251615;-0.00380692;0.0698928;0.37617;-0.0313033;0.0950017;0.304268;-0.0557557;0.138962;0.27027;-0.0559931;0.173621;0.249099;-0.0533139;0.0682517;0.398784;-0.0788177;0.0957081;0.327653;-0.0988952;0.131731;0.309031;-0.0938758;0.152677;0.30847;-0.0885852;0.0741983;0.4237;-0.121482;0.0862472;0.363769;-0.138304;0.104305;0.329487;-0.146918;0.118328;0.310871;-0.155194;0.090345;0.421956;1.92343e-05;0.124387;0.393411;-0.0459123;0.146872;0.344072;-0.0748176;0.15471;0.296719;-0.0935724;0.161773;0.261948;-0.115957;0.090928;0.320453;-0.080397;0.117304;0.285572;-0.10453;0.139284;0.26875;-0.109907;0.158338;0.256132;-0.107353;0.073152;0.318902;-0.0612388;0.106802;0.289149;-0.0839597;0.135514;0.275432;-0.0883291;0.157126;0.26328;-0.0925641;0.0655556;0.322669;-0.0426521;0.101391;0.294015;-0.059155;0.129182;0.281683;-0.0586172;0.149795;0.2726;-0.0592894;0.0648843;0.329136;-0.0267374;0.0965754;0.311221;-0.029275;0.116441;0.306143;-0.0310227;0.131787;0.303533;-0.0336276
0.419409;0.258101;0.0576115;0.567759;2.9287e-05;0.0981285;0.466266;0.0753993;0.113126;0.400033;0.0994467;0.122804;0.35251;0.109287;0.140448;0.308522;0.118297;0.088737;0.336711;0.0203225;0.114776;0.275947;0.0094509;0.154408;0.244072;0.00525387;0.189372;0.225648;0.000731449;0.0820065;0.35358;-0.0343732;0.11191;0.275531;-0.0627519;0.156335;0.239593;-0.0604996;0.19273;0.220038;-0.0556139;0.0798354;0.380183;-0.0826066;0.11192;0.302747;-0.103951;0.148145;0.277071;-0.0973677;0.172098;0.270582;-0.0915464;0.0839497;0.409035;-0.126128;0.0972864;0.345387;-0.15163;0.115246;0.300256;-0.168401;0.131297;0.270313;-0.182677;0.0949454;0.414167;1.60681e-05;0.119651;0.369536;0.027565;0.131239;0.323921;0.0312196;0.138654;0.290125;0.0273356;0.139199;0.263499;0.022878;0.087246;0.283563;0.0211572;0.117853;0.260633;0.0121846;0.147096;0.239726;0.0120617;0.177093;0.226279;0.0132745;0.0855068;0.292623;-0.00118507;0.126605;0.264302;-0.0128566;0.155914;0.240886;-0.0157573;0.182684;0.223567;-0.0175846;0.0893031;0.304895;-0.0236318;0.129654;0.270642;-0.0358247;0.158683;0.251213;-0.0338253;0.184461;0.238135;-0.028663;0.098306;0.320319;-0.0441827;0.127159;0.285948;-0.0521473;0.151072;0.268078;-0.0539173;0.173239;0.258844;-0.0545072
0.416045;0.259692;0.0538577;0.547535;3.03998e-05;0.104137;0.451483;0.0745139;0.121659;0.38923;0.0974791;0.13295;0.342787;0.105345;0.151245;0.296784;0.11012;0.101107;0.318054;0.0144586;0.131448;0.25521;0.000572813;0.170613;0.221117;-0.00547354;0.205811;0.201045;-0.0106398;0.0934866;0.333113;-0.0417517;0.128545;0.254739;-0.0774636;0.172675;0.215337;-0.0785872;0.208339;0.189523;-0.0752864;0.089925;0.359816;-0.0912988;0.126016;0.285154;-0.11911;0.162139;0.261183;-0.112438;0.183962;0.253873;-0.105415;0.0921541;0.388519;-0.136176;0.109164;0.322968;-0.165883;0.130103;0.277684;-0.18316;0.14846;0.246262;-0.198048;0.100039;0.40655;1.76653e-05;0.127266;0.358908;0.0230798;0.140794;0.311152;0.024076;0.149838;0.274359;0.0198327;0.156603;0.246056;0.0146947;0.0997474;0.261808;0.00682615;0.131124;0.239041;-0.0160138;0.166557;0.21935;-0.0304409;0.20312;0.205925;-0.0394441;0.0957333;0.269159;-0.0155341;0.140794;0.241846;-0.0371195;0.178193;0.217851;-0.052875;0.211423;0.200673;-0.0650882;0.0980979;0.282392;-0.0375992;0.142137;0.244215;-0.0548306;0.177166;0.223781;-0.0595535;0.204809;0.211692;-0.0626161;0.106859;0.300003;-0.0579669;0.135547;0.262699;-0.0696267;0.161412;0.24351;-0.0740176;0.184401;0.232723;-0.0783715
0.41577;0.259988;0.062999;0.529125;3.05963e-05;0.110285;0.443933;0.0723366;0.127014;0.377435;0.0961204;0.13831;0.323492;0.105549;0.157167;0.276162;0.110616;0.116384;0.310578;0.0230274;0.147487;0.241862;0.0112058;0.187677;0.205693;0.000265385;0.225282;0.182975;-0.00734888;0.107097;0.323832;-0.0276716;0.140429;0.238676;-0.0562579;0.187559;0.201469;-0.056469;0.228542;0.180525;-0.0520007;0.101138;0.343956;-0.0719144;0.135001;0.262081;-0.0967537;0.174971;0.229478;-0.0961204;0.203179;0.216955;-0.0927428;0.100677;0.368128;-0.11132;0.120085;0.294951;-0.130741;0.146666;0.248555;-0.141296;0.17229;0.218025;-0.151569;0.110785;0.393063;1.94109e-05;0.144507;0.33929;0.0291861;0.161048;0.289906;0.0293673;0.172988;0.255375;0.0224633;0.184657;0.226611;0.0138684;0.119447;0.239404;0.00191094;0.147354;0.210665;-0.0202089;0.182129;0.190317;-0.0344598;0.216429;0.178448;-0.0461342;0.111686;0.250848;-0.0261467;0.15178;0.219357;-0.0452486;0.191305;0.19811;-0.0589359;0.22557;0.184481;-0.0736698;0.111913;0.268709;-0.0530584;0.153876;0.22753;-0.0707713;0.190032;0.211815;-0.0772929;0.215666;0.204807;-0.0847002;0.120063;0.28964;-0.0775345;0.14783;0.253948;-0.0900946;0.173345;0.234486;-0.0967772;0.195041;0.223923;-0.104829
